artist.familiarity,artist.hotttnesss,artist.id
0.668674533,0.467538444,ARWYVP51187B98C516
0.814829656,0.735765693,ARFCUN31187B9AD578
0.482356043,0.350078579,AR6YDKV1187B989230
0.661080168,0.442765842,ARV1JVD1187B9AD195
0.701180874,0.466628889,AR7TTS41187B9B42D3
0.73379894,0.544257506,ART3O5Z1187B9AB043
0.590692918,0.452817838,AR5U94U1187FB5CDCF
0.665322162,0.394217199,ARRJNTE1187FB44E12
0.50407567,0.33457736,AR6IRG41187B9A4D98
0.717670525,0.479308459,ARS1OWB1187B99EEAD
0.669726188,0.427914247,ARGMXQW1187FB54C34
0.569741152,0.412240601,AROEL1B1187B988B90
0.640048357,0.40439264,AR8W8DN1187FB35ED0
0.397772876,0.383475745,ARUWLCL1187FB549B8
0.643182773,0.500691341,AR3793X1187FB50CB3
0.411421048,0.338414819,ARINEWW1187FB5577E
0.75100762,0.523699078,ARDGB6U1187FB3AD07
0.54858513,0.383524247,AR2J2WF1187FB46271
0.749317801,0.481655862,ARUI8651187B9ACF52
0.631946666,0.380704536,AR89DTT1187B9A7ED5
0.653937821,0.396855869,ARMD0G81187B99A519
0.668370612,0.45755391,AR0VZWC1187B99BA57
0.845768866,0.788805935,ARF2EHS1187B994F4E
0.407455644,0.30004649,ARZKRD01187FB45FD2
0.460171324,0.189314878,ARK4H5K1187B992F74
0.778816717,0.554291489,AR06EB01187FB40150
0.435889847,0.26803784,ARKPDBH1242077DEB1
0.711165787,0.466826993,ARBJSO81187B9BA09B
0.443162398,0.30045446,ARRC2JF1187B9B6A93
0.400433514,0.266275286,ARNIFX51187FB418EA
0.477364753,0.337507289,ARCCRTI11F4C845308
0.617870116,0.36366811,ARNVH8S1187FB52F86
0.744641246,0.579988982,ARNLO5S1187B9B80CC
0.845601887,1.005941966,ARTDQRC1187FB4EFD4
0.905776889,0.598458501,ARK9TRQ1187B99C095
0.694021648,0.479407676,ARODBRG1187FB3FD99
0.408389022,0.139247394,ARMBYRO1187FB57419
0.606925359,0.389100776,ARWY7I71187FB36C3D
0.562463784,0.322485106,AR6Y22S1187B99906F
0.481004583,0.335651839,ARI5P4N1187FB3F44D
0.742963152,0.453391186,ARYPWUK1187B98ACED
0.58547954,0.364384925,ARW63KF1187B98AC48
0.67159627,0.481024239,AR8H87D1187FB3A841
0.449323615,0.343281882,ARLWR721187B9A03C9
0.51644378,0.386669092,ARF4V431187FB3AA41
0.728209707,0.538070295,ARBGWMW1187B9AEA3E
0.798645179,0.552413346,AR6G4V01187B9AD086
0.445854631,0.347598889,ARVQ4QM1187B98AD95
0.605109702,0.398547535,AR9AM2N1187B9AD2F1
0.454043995,0.421415103,AR9XEVF1187B99D017
0.543516131,0.404182207,ARCFOZ71187FB43A0D
0.42054585,0.313569343,ARHFEBO11F50C4825A
0.373850623,0.148985481,AR107SB1187B9A79F9
0.743129776,0.493566843,ARXWAQQ1187B9AE954
0.13818761,0.31781096,ARL6XZC1187FB3936E
0.416141023,0.331090126,ARSDSMG1187B98CB59
0.495559652,0.349192218,AR3WMW01187B9921F7
0.430538907,0.316354001,AR3C3C01187B98E800
0.428375417,0.317833879,ARDD9UN1187B98D3A7
0.545110951,0.345751247,ARJGNV61187B98F3B5
0.483339422,0.277561738,ARSVI4L1187B996181
0.559278494,0.432011947,ARVJ0JK1187B98C9C0
0.438887475,0.325148571,AR4PCIG1187B98D07D
0.57810363,0.414892612,AR1RHCO1187B9AF0BF
0.502453177,0.391585329,AR1X2H01187B98CCF2
0.541975108,0.384184259,ARBQBZV1187B99D29E
0.683719468,0.412671631,AR9ODB41187FB459B2
0.614870934,0.628246419,ARF3GX71187FB3EB66
0.626436382,0.374271174,AR3PN3R1187FB4CEBD
0.494681417,0.384146444,ARYWCFZ11E2835CFDD
0.543866303,0.393215104,ARUT16P1187FB532A4
0.567278871,0.405178359,AREOGMA1187B9908EF
0.432386477,0.28404741,AR4ABL21187FB3913A
0.513829587,0.343185045,AR8YV1I1187FB45D2B
0.790922848,0.601184942,ARR9XGB1187B9912E6
0.454668191,0.0,ARBKUS51187B98A3AC
0.657406765,0.422472423,ARTB5PP1187FB523B7
0.45871209,0.335101425,ARXFQDY1187B9AAF1E
0.652367864,0.437964733,ARVEJ9M1187FB4DC44
0.342440144,0.281284216,ARTHEAP122BCFCD0B2
0.49825931,0.33406579,ARQESNI1187FB511EE
0.624723768,0.403509673,ARCZ20M1187FB49687
0.79225559,0.566971566,ARDF8K01187FB37200
0.573605491,0.372251208,AR11NP91187B9901B4
0.555985053,0.326848818,ARBZAIL1187FB5B1C8
0.42562724,0.0,ARWXHRS1241B9C7A1E
0.662649695,0.363177861,ARV1P811187FB3CFC6
0.491921881,0.345809443,ARIU0MA1187B98D36F
0.594779904,0.318902078,ARB4D891187B9954F7
0.70334944,0.498395338,ARQOC971187B9910FA
0.434272038,0.301502462,AR19SOA1187B98F6E6
0.733714697,0.459665457,ARTDBI61187FB48479
0.625443262,0.431526919,ARSE6YI1187B9B9CD2
0.498663649,0.32188269,AR6C8EJ1187FB3F473
0.505644262,0.351210537,AROI96Z1187B9A5304
0.406187449,0.273453727,ARIOSKN1257509BCE1
0.661001337,0.446890727,ARI0PUX1187FB3F215
0.830252262,0.507965802,ARYO9BU1187B9ADA88
0.554226467,0.424931835,ARZ507V1187FB4425E
0.839275393,0.550762085,AR6XPWV1187B9ADAEB
0.833178561,0.682263177,AR6PJ8R1187FB5AD70
0.574973901,0.42251494,AR4CG3B1187FB5B861
0.604820432,0.383877494,AR7BMMV1187FB5B2D7
0.378013152,0.339408486,AREYIHC1187B99CE0B
0.441593442,0.382869956,AREEMIN11F4C848971
0.711165787,0.466826993,ARBJSO81187B9BA09B
0.4621406,0.32138373,ARBGJLS11F4C83D4B9
0.471577282,0.3370893,ARVNDLR1187B99CA1B
0.669500125,0.544446277,AR5LZJD1187FB4C5E5
0.495559652,0.349192218,AR3WMW01187B9921F7
0.737972528,0.555968804,ARAEX7Y1187FB42D36
0.530605798,0.350327605,ARK2G5U1187FB46B34
0.480047819,0.306603641,ARTB56G11C8A41569D
0.622684167,0.362238747,AR0GGKI1187FB391D5
0.593416049,0.395709548,ARZEWUR1187FB53DC8
0.631946666,0.380704536,AR89DTT1187B9A7ED5
0.20107756,0.0,ARTHKKA122BCFCBF58
0.618765786,0.409134869,ARJDMBO1187B9AD118
0.707335681,0.603876487,ARYJSY01187B9B7C65
0.488008882,0.31401179,AR77FBJ1187FB49D8D
0.81444811,0.60797181,ARFVYJI1187B9B8E13
0.69044755,0.507781667,ARBM4TC1187FB5CE98
0.780461749,0.574274731,ARMQHX71187B9890D3
0.605874049,0.433945514,ARYXJ5A1187B9B9E56
0.638880206,0.246340714,ARULHJM1187B997004
0.712098902,0.413393911,AROTIMO1187FB532BF
0.635757022,0.379436972,AR0X3JJ1187FB3A9A7
0.786427083,0.512226738,AR035N21187FB3938E
0.622829997,0.426944256,ARA0H5U1187FB47949
0.382308283,0.283562596,AR358YS1187FB44A29
0.727230316,0.476559379,ARANOZN1187B9B373E
0.665728336,0.456940558,ARHONG11187FB3B120
0.53938059,0.360583582,ARRA2F91187B9B4061
0.075124762,0.370194701,ARSGZ3J1187FB3E610
0.312415123,0.250601286,ARMQ32V1187B9999F3
0.524700041,0.389765518,AR8EDG51187FB41A08
0.567814264,0.376688631,AR1GYND1187B9A9CD3
0.698770478,0.399451724,AR1PCLK1187FB5BBFF
0.784820389,0.572583336,ARF0W6Z1187B9AC325
0.520204911,0.361509802,ARWGIOC1187FB4CBEF
0.479695608,0.220050765,ARZHLNX1187FB4B8E7
0.463087254,0.327858925,ARC25S11187B993923
0.515611096,0.0,ARKE8PP1187B997DD4
0.905776889,0.598458501,ARK9TRQ1187B99C095
0.352212817,0.297949266,ARGTUWC1187B9904A0
0.385143351,0.272190152,ARFS01P1187B9A395A
0.682045692,0.373464228,ARGWIHH1187B9A79B0
0.630928608,0.461558452,AR5MK521187B98E0B8
0.485107918,0.247340584,ARU22AM1187B9961EA
0.480047819,0.306603641,ARTB56G11C8A41569D
0.450852685,0.33238987,AR93RTI1187B98ECFB
0.497307512,0.342406391,AR9AN471187B99E0DA
0.424278927,0.295470991,ARAR4YH1187B98BF2A
0.602555589,0.389535576,AR567PN1187FB4B4F2
0.385417447,0.312131222,ARYKF861187B99C74B
0.539181188,0.276702625,AR4K59J1187FB3759B
0.826075467,0.599602643,ARLSF8H1187B9A76B0
0.684994897,0.415517083,ARDG9Z71187B997023
0.761362238,0.467110649,AR56P361187B9AC4DB
0.464481282,0.0,ARDDHGI126E2B3AA76
0.681598553,0.537537201,ARVML631187B99E90D
0.336970428,0.0,ARBKMHZ11F4C843491
0.73118423,0.549204384,ARD3LXU1187B9ABFC5
0.892688611,0.852186238,ARXOTQH1187FB57084
0.332330882,0.0,ARMG6K31187FB55677
0.349012002,0.0,ARFUSID1241B9C9462
0.632242851,0.453435791,ARC6UC81187B989062
0.916058239,0.535408379,ARKZJ301187FB521B2
0.547078569,0.333649141,ARVKAWO11F50C47C9A
0.392570166,0.313989733,ARHXBJI1241B9C8B7F
0.326699728,0.305074263,ARTFLEU1269FCD1FE3
0.458055179,0.371760895,AR0LVFQ1187B9A84E0
0.618002715,0.349476327,ARU9KWP1187B98B2A7
0.465194733,0.36228409,ARZ05QG1187FB3843E
0.483703807,0.351624469,ARTEGHH1187FB435C8
0.633817882,0.354725755,ARASSX21187FB528B7
0.574400789,0.446071584,ARRH2S81187B98C8AA
0.44104996,0.353000688,ARSF4161187B9B449F
0.334628878,0.173067999,AR87OXB1187FB39E0B
0.560411686,0.341904574,ARCLCFS1187B9AE476
0.406166635,0.27238546,ARWAPYC1187FB3FCAF
0.62799739,0.365339653,ARILV5E1187B9959C8
0.453171007,0.3008559,ARHSAFX1187B98E89A
0.583773265,0.343275661,ARGR9FY1187FB4D0E7
0.918451789,0.819588282,ARVG4OK1187B9B6BD3
0.73699197,0.47722519,ARGCY1Y1187B9A4FA5
0.511000944,0.366743932,ARYFROT1187B9B78C2
0.422971308,0.317248425,ARIN12F1187FB3E92C
0.50039601,0.314882184,ARMZ4PD1187B9ACBCD
0.429544942,0.322468155,AR0CWSC1187B9AFE3F
0.693009204,0.498668875,ARD5K161187B9AC784
0.81592342,0.555138322,ARUZRFN1187B98AC05
0.646618529,0.442652003,ARSTH0R1187B98951E
0.747708669,0.52040786,ARSL5SP1187B9A7AE0
0.783458021,0.5890868,ARCE0H01187B9AF741
0.362800142,0.282286406,ARW4AGO1187FB4F107
0.847081688,0.625080481,ARZWK2R1187B98F09F
0.499939221,0.374449431,ARDOOH01187B991055
0.829135422,0.558298348,ARMBTFC1187FB56343
0.430024987,0.353034056,ARBH0MS1187FB36311
0.737540403,0.441355562,ARTXEZN1187B9B8190
0.679519208,0.491828704,ARBM57Q1187B9AF97C
0.720808698,0.467133519,ARED2DG1187FB3CB4D
0.780461749,0.574274731,ARMQHX71187B9890D3
0.400433514,0.266275286,ARNIFX51187FB418EA
0.599019959,0.374862616,AREW1KO1187B98E42E
0.843526543,0.750311503,ARUJ5A41187FB3F5F1
0.454709911,0.292801539,ARE2BVT1187B9AC9A2
0.829135422,0.558298348,ARMBTFC1187FB56343
0.521712214,0.351345077,AR97EHA1187B98AD5F
0.566796475,0.388112774,ARFTMGO1187B9A777A
0.717991696,0.497711444,AR5J8XN1187B9B712E
0.609816403,0.560380805,AR4B3RX1187B9A868A
0.621213511,0.37425994,ARE1N571187B98A47D
0.589259678,0.389589781,AR8XG9J1187FB418C1
0.411875463,0.295889812,ARHSS201187B98A8CC
0.586000058,0.409550595,AR02PUA1187FB52574
0.804523521,0.586433379,AR6892W1187B9AC71B
0.515044056,0.316692162,ARGNGRI11E2835D567
0.444926413,0.344814469,ARQDYV0119B866800F
0.588370653,0.413237884,ARN5W1B1187B98BE10
0.711165787,0.466826993,ARBJSO81187B9BA09B
0.510794577,0.394127577,ARETCTY1187FB4C033
0.690080124,0.466775622,ARQXR6R1187FB46FD6
0.342558954,0.292656454,ARP8TSJ1187FB54852
0.626436382,0.374271174,AR3PN3R1187FB4CEBD
0.39413854,0.291539727,ARQGYP71187FB44566
0.341937434,0.244243643,ARHVU591187B99F46A
0.583231605,0.411448143,ARV2V751187FB4330F
0.686988955,0.606630152,ARX9YIP1187B98A656
0.386291901,0.367639871,ARPPURC1187B990FB7
0.635757022,0.379436972,AR0X3JJ1187FB3A9A7
0.418610662,0.283699176,ARYECMK1187FB5C081
0.808784962,0.593624366,AR74Q3R1187B9B24C3
0.698770478,0.399451724,AR1PCLK1187FB5BBFF
0.446256667,0.346357522,AR0G47L1187B98CC6D
0.332148785,0.317504856,ARKUP6H1187FB3F8E3
0.473626728,0.378498493,ARHRP6Q1187FB3F016
0.80113645,0.605507136,AR10USD1187B99F3F1
0.609538992,0.482131081,ARTW7I31187B9A4CA9
0.062570763,0.233131687,ARQCMZ01187B99342C
0.668509447,0.50654532,ARSZ6MA1187FB43D29
0.787098356,0.634412385,ARDIBRT1187B9AF176
0.655359115,0.405031298,ARY80281187FB3E380
0.305523628,0.257496328,ARXSPYZ1187B98972A
0.60542429,0.409292117,ARR2TI31187FB380FE
0.426683814,0.333154508,ARNILB71187B99EC88
0.421792253,0.319209721,AR0OEYB1187FB4A81E
0.483243067,0.324430892,ARH4N0N1187FB3E1F1
0.415784608,0.307902094,ARDQO721187FB3C6D9
0.708439814,0.623970266,ARIFGKC1187B9B04D5
0.612837504,0.482298832,AR4IWYN1187FB47DF6
0.489280179,0.343605383,AR9YQN31187FB45B34
0.564512291,0.3268453,ARV3IN31187FB4AAAE
0.535702528,0.384986117,ARCID1N1187FB51DA0
0.633258331,0.49576633,ARKCTSM11F4C83C839
0.685125411,0.527066335,AR7JBP41187FB3EA8A
0.616436885,0.409464909,ARAHQDS1187FB55275
0.66229871,0.379137556,ARALP6I1187B989E27
0.409827635,0.291883422,AR23EC41187FB4805D
0.487220327,0.44974631,AR8JSAL1187FB3CE7E
0.842368944,0.604655128,ARL6FF81187FB5A916
0.44240829,0.258671268,AR9EZGO1187B9A401F
0.362358559,0.298372721,ARLDW6Z1187FB3F2A0
0.368134445,0.313665817,ARKA2YS1187B9A4060
0.542512528,0.403784235,AR1QXAQ1187FB47FAC
0.384563593,0.30566262,ARKSBCO1241B9CE46E
0.716854352,0.414236248,AR76DOS1187FB5AE78
0.264713987,0.0,AR4OHL91187B9B2EB9
0.559991415,0.362902986,AR6QQY41187B990574
0.320855383,0.29127103,ARN8NCB1187FB49652
0.625157654,0.359757244,AREHMUC1187B98B91B
0.679654239,0.380756416,ARXG6L11187FB5695E
0.353911957,0.262798505,ARO2EDF1187B993BD8
0.6051397,0.420937755,ARU0HTX1187B98B4C6
0.530791489,0.431839301,ARVMPJC1187FB3B954
0.68550363,0.446732968,ARDW5AW1187FB55708
0.37248425,0.358893493,ARHNL9K1187FB5730C
0.581793766,0.401997543,ARD7TVE1187B99BFB1
0.851417629,0.592614927,AR3JMC51187B9AE49D
0.593496044,0.404897336,ARPBNLO1187FB3D52F
0.751629597,0.550212562,AR9AWNF1187B9AB0B4
0.480752276,0.417593317,AROGWRA122988FEE45
0.637533386,0.310614282,ARMBR4Y1187B9990EB
0.545435239,0.387635478,ARQ9BO41187FB5CF1F
0.596845852,0.405352011,ARKULSX1187FB45F84
0.4074304,0.31853603,ARI2JSK1187FB496EF
0.421187326,0.310544672,AREDBBQ1187B98AFF5
0.524265131,0.372232889,AR7ZKHQ1187B98DD73
0.018917567,0.0,ARBGXIG122988F409D
0.47013483,0.320517791,AR7SMBG1187B9B9066
0.73699197,0.47722519,ARGCY1Y1187B9A4FA5
0.531757816,0.335933116,AR36F9J1187FB406F1
0.556566973,0.431824888,ARNNKDK1187B98BBD5
0.654594982,0.396356237,AR62SOJ1187FB47BB5
0.779838092,0.568350503,ARBEBBY1187B9B43DB
0.522197175,0.391370587,ARDR4AC1187FB371A1
0.44259318,0.253785313,ARAGB2O1187FB3A161
0.490009428,0.399537136,AREDL271187FB40F44
0.476747681,0.294053193,ARP6N5A1187B99D1A3
0.021492905,0.0,ARGSAFR1269FB35070
0.420966667,0.310661896,ARULZCI1241B9C8611
0.331874147,0.3228233,AR0IAWL1187B9A96D0
0.470212296,0.320086927,ARJIE2Y1187B994AB7
0.575674219,0.366820788,ARLTWXK1187FB5A3F8
0.713274972,0.377593082,ARNF6401187FB57032
0.902062927,0.554633231,ARPFHN61187FB575F6
0.351182454,0.080166939,AR051KA1187B98B2FF
0.510010871,0.378442737,AR8IEZO1187B99055E
0.451977717,0.331351565,AR558FS1187FB45658
0.837872047,0.532803542,ARVBRGZ1187FB4675A
0.589903022,0.420692588,ARWB3G61187FB49404
0.602868067,0.449002436,AREVWGE1187B9B890A
0.493593024,0.341254769,AR2JD2Z1187B998A90
0.634227165,0.443708895,AR7TTCH1187FB3F95C
0.806762596,0.580095045,ARF6ZTO1187FB3684F
0.44802055,0.369535728,ARPYBWQ1187B989C0D
0.6051397,0.420937755,ARU0HTX1187B98B4C6
0.720842183,0.444025681,ARUE3AK1187B9AC923
0.360241801,0.279642625,AR6W9T51187B9A8B8E
0.758678715,0.557562472,ARQ05GM1187B990512
0.560557984,0.452789477,AR1Y2PT1187FB5B9CE
0.56246685,0.354934743,ARXN7S71187B9941BE
0.578881704,0.444900149,AR1072G1187FB5B351
0.628886848,0.310754057,ARXIIEY1187FB44EAF
0.834564098,0.540216451,ARBUOOR1187B997391
0.0,0.387635478,ARQ9BO41187FB5CF1F
0.541077953,0.304547713,ARGC7FQ1187FB409CC
0.53915621,0.360648925,ARRS5961187B99F9DE
0.56412895,0.397775654,AR14CJ91187FB3A994
0.842431482,0.526458224,ARJV0U41187B9AB715
0.29143326,0.150857762,AR502DZ1187B98F8E1
0.571422802,0.423356106,ARWI6LR1187FB46E9F
0.566024302,0.384601686,AR0AVIB1187FB37D01
0.528835698,0.343133497,AR7OCK81187B98D1F1
0.527078764,0.314428181,ARABFU01187FB46712
0.662945434,0.32815742,ARF88UQ1187FB5A3E9
0.501125001,0.298269163,ARQZTGO11E8F5C0768
0.473963333,0.35070666,AR08GQF1187B98E316
0.416985865,0.267454194,ARZGMLE11F4C840C9D
0.681130242,0.453399083,AROATPL1187FB48E12
0.897178039,0.438234414,ARBXIDR1187B9AB77E
0.565971267,0.384018129,ARYCP7D1187B99516B
0.818319359,0.667294596,ARVN9FZ1187FB393F1
0.686452083,0.517259283,ARMD6JB1187FB3B0E7
0.03863811,0.0,ARFAGIR1187B997EA1
0.498663649,0.32188269,AR6C8EJ1187FB3F473
0.851218064,0.510490081,AROHMXL1187B9AF4B2
0.455679779,0.34369745,ARWNRBH1187B9B7E68
0.508731241,0.332930951,ARRVUWA1187B9A0FE2
0.458055179,0.23345958,AR0LVFQ1187B9A84E0
0.363734084,0.140390475,ARZCEOJ1187B9A91C0
0.79309437,0.568491815,ARD2NDU1187B99B615
0.560882279,0.345063467,AREJO121187B995676
0.67161064,0.421973968,AR5WPYF1187B9B40DA
0.384772191,0.0,ARN5BHA1187B99E072
0.494073815,0.328073305,ARUZL121187FB4B42D
0.446326628,0.425728131,ARW040W1187FB51082
0.338173032,0.279901462,ARQ7XJG1187B991CEC
0.436155425,0.0,AR7S48C1187B99711E
0.815437803,0.613443198,ARM7C1Q1187FB471C8
0.309621411,0.166568299,ARYHTYH11EBCD7C884
0.457207167,0.320919611,AR7UOUK1187B99078C
0.695416519,0.412110495,ARGEKDX1187FB3A5BF
0.608018106,0.285523231,ARNQESK11F4C83FD6F
0.522590185,0.390641236,ARN03F71187FB4E3F4
0.749395045,0.464517526,ARJ9B1V1187FB4DD1F
0.221726078,0.282402199,ARSS1OZ1187FB54440
0.684994897,0.415517083,ARDG9Z71187B997023
0.847081688,0.625080481,ARZWK2R1187B98F09F
0.732571745,0.457981674,ARNNQ9E1187FB3C82F
0.27585437,0.423356106,ARWI6LR1187FB46E9F
0.581884359,0.347006921,ARWSMC91187B9AD369
0.185774967,0.0,ARZAXOR11F4C83EB65
0.508676201,0.377888131,ARFK98R1187B9B0552
0.570900104,0.393292711,ARU9Q5Q1187FB3D6EB
0.709472621,0.451998594,AR57Z841187B9B7D7D
0.756063871,0.491468882,AR82DJK1187B991107
0.499302193,0.387294172,ARMUC731187B9A172D
0.899709853,0.583732613,ARWD25M1187FB4C563
0.668020249,0.516963731,ARYF20K1187B9B76BD
0.27790004,0.116156134,ARRESZG1187B9A3FBF
0.224787871,0.24305321,ARD88QA119B3403A02
0.50373879,0.359290849,ARIHI8H1187B9B0058
0.515279199,0.34424658,ARHO1WI1187B98CB84
0.27585437,0.423356106,ARWI6LR1187FB46E9F
0.710203377,0.51484988,ARUWB5W1187B98D7A1
0.516618213,0.412390713,ARR9XHK1187FB3894D
0.756063871,0.491468882,AR82DJK1187B991107
0.404499596,0.331642439,ARIUQZL1187FB4303B
0.758678715,0.557562472,ARQ05GM1187B990512
0.718381342,0.455825979,ARBD4QW1187FB42153
0.450877778,0.313171602,AR8QW7Y119B866993A
0.375962133,0.349873381,ARJAVK71187B989FEF
0.831240277,0.737884133,AR0S7TA1187FB4D024
0.60773432,0.448452837,ARVD9M11187FB49291
0.752365974,0.440107997,ARV1ALU1187FB4D77E
0.561487776,0.333596878,ARVZPW91187FB4D73C
0.619366856,0.434823431,ART70HI1187B9A37BC
0.494587077,0.30710777,ARCICZN11EB9C810B3
0.739047424,0.541602503,ARW9QSZ1187FB4B93E
0.830884642,0.776167742,AR633SY1187B9AC3B9
0.415784608,0.307902094,ARDQO721187FB3C6D9
0.544835431,0.331863557,ARUF71J1187FB511C1
0.574984394,0.317016495,AREP8KM1187B9A3A7B
0.224787871,0.24305321,ARD88QA119B3403A02
0.582460567,0.38479891,ARQXAUH1187B9BA010
0.36766771,0.234169894,ARLH4CH11C8A4173EC
0.494902079,0.334143883,ARRHVVL1187B991E41
0.583989842,0.473636665,ARCEOW71187B9A5A71
0.633313609,0.419860994,ARHBYTA1187FB3C812
0.501246444,0.354825639,ARX0IEI1187FB4FF4B
0.533724477,0.370747684,ARHEQ501187FB4F898
0.563845985,0.344540601,AR19GQN1187FB3ACF5
0.790367909,0.642655961,ARIPLUN1187B99B9F9
0.739684335,0.553596233,ARM9Q581187B98E984
0.484893131,0.344871922,AR3752L1187FB4B67E
0.453125179,0.349409351,ARR8AIK1187B9A0BCE
0.262129375,0.175955738,ARIFTCD11F4C84086D
0.491991164,0.234625314,AR6BIWA1187B9ABAE8
0.446394479,0.0,ARYWU5F1187B9A77BE
0.547938241,0.374791219,AR37ILI1187B98E27B
0.832757431,0.546383748,ARPKATM1187B9B76E6
0.432839367,0.366905853,ARFZSPU1187B9B5BA9
0.731065756,0.509878708,AREPD8D1187FB3F5BC
0.675766804,0.435468899,AR93D4D1187FB3ACAD
0.462996094,0.329391949,AR858UO1187FB437B4
0.845768866,0.788805935,ARF2EHS1187B994F4E
0.748320703,0.545865917,AROF4LP1187FB41C51
0.705745818,0.359064296,AR8LMZM1187B9A8160
0.508636229,0.372119119,AREUYDJ1187B9BA040
0.515847654,0.35312499,ARCP8YG1187B997D72
0.648902582,0.440835007,ARP07GD1187B9B9DA4
0.731208047,0.547506775,ARQ76LG1187B9ACD84
0.409796621,0.266343082,ARA373P1187B9A74C7
0.658016592,0.472495477,ARBZHTB1187FB3A725
0.597113363,0.376556981,AR82GTS1187FB5662F
0.504300516,0.379902866,AR2EHC11187B9AD895
0.633220624,0.410247408,ARCT5P61187FB3D950
0.7957297,0.69352472,AR0WLH6119B8669027
0.57944035,0.390981124,ARDK5LC1187B9AB681
0.530631077,0.326235946,AR5BLB01187FB57E99
0.31739138,0.345284773,ARGAWJY11F50C50904
0.686720834,0.408091819,ARSYOWS1187FB41157
0.521672995,0.351345077,AR97EHA1187B98AD5F
0.606675278,0.369674093,ARLZ2LD1187B9B17FD
0.510783846,0.349013498,ARGWFMR1187B98D0E7
0.576044173,0.360829937,ARMT23H1187B995083
0.523633032,0.348350022,ARV6QHT1187FB5537A
0.513108193,0.399372672,ARXY0SI1187B9B3064
0.664182058,0.502848779,ARNDBEM1187B9A2918
0.563048689,0.34822673,ARDNW1B1187FB4ABBB
0.483639878,0.339371214,AR5JR4O1187FB35F58
0.480062115,0.330212699,ARYKXSD1187B9A4DAD
0.505602748,0.345717932,ARABTW91187FB3A73B
0.387287527,0.188089747,ARIPQAE11F4C83B78A
0.439866905,0.31294751,ARUDPRC1257509BA98
0.0,0.0,ARJAZLO11F4C83B642
0.455064897,0.32386075,ARSKSFC1264D0E32F8
0.653937821,0.396855869,ARMD0G81187B99A519
0.782555689,0.335368578,ARZCXO91187FB53708
0.522888132,0.30571906,AR1LQNB1187B9A6AE5
0.299117766,0.0,ARVAWTX1187B9A9990
0.437634718,0.36134021,ARKXLIJ1187B9A4C54
0.511711973,0.33256773,AROBERX1187B9B437A
0.556549466,0.362153991,AREDW1C1187B9ACAC2
0.833178526,0.804219797,AR6PJ8R1187FB5AD70
0.616436885,0.409464909,ARAHQDS1187FB55275
0.419320249,0.338781245,AR43KFF1187B9B74B1
0.589694605,0.383863704,AR21YNH1187FB49649
0.39925339,0.281995109,AR72THZ1187B9974EF
0.851351443,0.582346374,ARA3I0J1187FB57869
0.748320703,0.545865917,AROF4LP1187FB41C51
0.543350013,0.39926515,ARXOKNT1187B9AA521
0.653937821,0.396855869,ARMD0G81187B99A519
0.641525136,0.387181942,ARA0YAE1187B9B1D16
0.646021343,0.408801073,AR4CH531187FB4EA21
0.510937258,0.312127027,ARPGPI81187B98AEEA
